SubmissionDate,name,datetime,build_date,number,street,photo,waypoint-Latitude,waypoint-Longitude,waypoint-Altitude,waypoint-Accuracy,type,structure,style,windows,walls,porch,roof,chimney,elements,additions,inventory,notes,instanceID,KEY
"",Wr,"Apr 20, 2019 9:43:00 PM",0,8664,La Mesa,media/1555796648505.jpg,32.769722,-117.010543,0.0,0.0,residential,multi_building_structure,contemporary,yes,yes,yes,yes,"","","",more_research,"",uuid:9cfb1471-135d-4c08-936b-57a5312347a8,uuid:9cfb1471-135d-4c08-936b-57a5312347a8
"",Wr,"Apr 20, 2019 9:27:00 PM",0,8772,La Mesa,media/1555795675391.jpg,32.770779,-117.00869499999999,0.0,0.0,commercial_retail,one_story,modern,yes,yes,"",yes,"",yes,"",more_research,"",uuid:922ac7e3-c468-4bee-a88d-08bd0a0d555c,uuid:922ac7e3-c468-4bee-a88d-08bd0a0d555c
"",Wr,"Apr 20, 2019 9:45:00 PM",0,8656,La Mesa,media/1555796774604.jpg,32.769722,-117.01075499999999,0.0,0.0,residential,multi_building_structure,modern,yes,undetermined,"","","","","",more_research,"",uuid:e5d73083-3cd8-444f-874c-dd164bde0120,uuid:e5d73083-3cd8-444f-874c-dd164bde0120
"",Am,"Nov 30, 2019 12:01:00 AM",1950,8325,La Mesa Blvd,media/1575072107163.jpg,32.765212999999996,-117.018349,0.0,0.0,commercial_retail,one_story,modern,no,yes,no,undetermined,undetermined,no,no,non_candidate,"",uuid:cada7ebe-de1e-4e15-9d5d-d245b2142210,uuid:cada7ebe-de1e-4e15-9d5d-d245b2142210
"",AM,"Oct 25, 2019 11:24:00 PM",1990,4900,Baltimore Dr.,media/1572046019501.jpg,32.767492,-117.023904,0.0,0.0,commercial_retail,undetermined,post_modern,yes,yes,no,yes,no,no,no,not_included,House looks original except I think the front had some changes.,uuid:a4c7a3eb-ee82-4faa-8f52-544fa0b3f200,uuid:a4c7a3eb-ee82-4faa-8f52-544fa0b3f200
"",Wr,"Mar 30, 2019 6:38:00 PM",1952,8264,University,media/1553971130071.jpg,32.76763,-117.019843,0.0,0.0,commercial_retail,one_story,contemporary,no,no,no,yes,undetermined,no,undetermined,more_research,"",uuid:3124ab5a-3037-44bb-b1eb-b41f1a16527f,uuid:3124ab5a-3037-44bb-b1eb-b41f1a16527f
"",Kc,"Mar 1, 2020 10:30:00 PM",0,8186,Commercial,media/1583101881874.jpg,32.772919,-117.020472,0.0,0.0,commercial_retail,one_story,modern,no,yes,yes,yes,no,yes,no,more_research,No date,uuid:06cdf549-3dea-45a1-97f0-fb8c99efc34c,uuid:06cdf549-3dea-45a1-97f0-fb8c99efc34c
"",RK,"Feb 16, 2020 6:59:00 PM",1931,8346,University Ave,media/1581879673135.jpg,32.768122,-117.017913,0.0,0.0,commercial_retail,"",early_modern,no,undetermined,yes,undetermined,yes,undetermined,yes,undetermined,Marie Monet day spa. Has an unattached updated garage along with newer windows and newer stucco,uuid:1f8d7c6c-3065-4a94-98cd-565c3499cd3e,uuid:1f8d7c6c-3065-4a94-98cd-565c3499cd3e
"",AM,"Nov 30, 2019 12:37:00 AM",1952,8371,La Mesa Blvd,media/1575074364558.jpg,32.765533999999995,-117.017443,0.0,0.0,commercial_retail,one_story,contemporary,yes,yes,no,undetermined,undetermined,no,no,candidate,"",uuid:19f32c6f-61c1-400a-b8b3-b24cfe4428bf,uuid:19f32c6f-61c1-400a-b8b3-b24cfe4428bf
"",Am,"Nov 27, 2019 7:13:00 PM",1930,8273,La Mesa Blvd,media/1574882037166.jpg,32.764697999999996,-117.019392,0.0,0.0,commercial_retail,one_story,craftsman,yes,yes,no,yes,undetermined,no,no,candidate,"",uuid:17af22c8-8b9b-423d-b746-276c9168e4df,uuid:17af22c8-8b9b-423d-b746-276c9168e4df
"",RRK,"Mar 25, 2020 12:26:00 AM",1984,8433,La Mesa Blvd,media/1585096183792.jpg,32.841165,-117.01880799999999,0.0,0.0,residential,"",post_modern,yes,yes,yes,yes,yes,yes,yes,more_research,"3 unit building, all attached, with three different (8431/8433/8435) addresses. Lower level consists of garages/carports and storage areas. ***GPS location for this is incorrect***",uuid:37801114-afbb-413f-906f-12617c3d0f09,uuid:37801114-afbb-413f-906f-12617c3d0f09
"",Am,"Oct 31, 2019 9:36:00 PM",1920,8030,La Mesa Blvd,media/1572557898173.jpg,32.767536,-117.02378999999999,0.0,0.0,residential,one_story,early_modern,yes,yes,no,yes,no,"",no,candidate,"",uuid:229a3677-9d72-46d0-929a-25a74112277c,uuid:229a3677-9d72-46d0-929a-25a74112277c
"",RK,"Feb 8, 2020 8:50:00 PM",1952,5100,Memorial Drive,media/1581195366022.jpg,32.771355,-117.01782999999999,0.0,0.0,government_institutional,"",modern,undetermined,yes,undetermined,undetermined,no,yes,undetermined,more_research,"Pool was built in 1952 but was renovated in 1990. According to the SanDiegoreader.com, Greg Louganis of Olympic Fame (1976 games in Montreal, 1 silver medal; 1984 games in Los Angeles, 2 gold medals; 1988 games in Seoul, 2 gold medals), learned to dive at the La Mesa municipal pool. Also according to the website above, the wall tiles above the water fountains, including the depiction of a fish, are from 1952 as well as the motorized roofs above the locker rooms.",uuid:ec13762c-dfb7-43b2-a188-f4976ea8cde2,uuid:ec13762c-dfb7-43b2-a188-f4976ea8cde2
"",AM,"Nov 27, 2019 7:49:00 PM",1920,8321,La Mesa Blvd,"",,,,,"","","","","","","","","","","","",uuid:8e5d07ed-cde7-42d0-9a98-5dc8bc90ef4a,uuid:8e5d07ed-cde7-42d0-9a98-5dc8bc90ef4a
"",La Mesa Blvd,"Nov 30, 2019 10:42:00 PM",1938,8437,La Mesa Blvd,"",,,,,"","","","","","","","","","","","",uuid:dc15ae2d-73e9-4f72-b4fc-6cada91cf67a,uuid:dc15ae2d-73e9-4f72-b4fc-6cada91cf67a
"",Am,"Sep 28, 2019 1:03:00 AM",2019,8030,La Mesa blvd,media/1569632938450.jpg,32.76472,-117.024166,0.0,0.0,commercial_retail,one_story,modern,yes,yes,no,yes,no,no,no,confirmed,Just a test,uuid:6898bdd7-1559-475e-b5d0-0e4608e35e77,uuid:6898bdd7-1559-475e-b5d0-0e4608e35e77
"",Kc,"Mar 1, 2020 10:13:00 PM",1962,8172,Center,media/1583100881953.jpg,32.771974,-117.021503,0.0,0.0,commercial_retail,one_story,contemporary,no,no,no,no,no,yes,no,non_candidate,"",uuid:d0b25128-3416-4a54-8ad9-065508165956,uuid:d0b25128-3416-4a54-8ad9-065508165956
"",Wr,"Mar 24, 2019 7:33:00 PM","",8235,University,media/1553456057234.jpg,32.767393999999996,-117.02074499999999,0.0,0.0,commercial_retail,multi_building_structure,contemporary,yes,yes,no,yes,"","","",more_research,"",uuid:f742c2be-3d9c-4e91-9c6b-02742b712b7e,uuid:f742c2be-3d9c-4e91-9c6b-02742b712b7e
"",Am,"Oct 31, 2019 9:44:00 PM",1940,8064,University Ave,media/1572558535362.jpg,32.767025,-117.024344,0.0,0.0,residential,one_story,minimal_trad,yes,yes,yes,yes,yes,"",no,candidate,"",uuid:252ab156-b851-4e5d-bda2-d20e9d827069,uuid:252ab156-b851-4e5d-bda2-d20e9d827069
"",RRK,"Mar 7, 2020 7:24:00 PM",0,8459,La Mesa Blvd,media/1583609191934.jpg,32.767722,-117.015486,0.0,0.0,residential,"",undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,more_research,Multi unit building. Appears to have many new aspects such as windows and decrotive elements. Do not know build date so unsure of all the aspects necessary to decide.,uuid:6f7523fb-9e0d-4534-aa5a-7b035404327e,uuid:6f7523fb-9e0d-4534-aa5a-7b035404327e
